Argument,Label
"Because 90% of college students polled had no debt, education costs are not a problem.",intentional
10 of the last 14 National Spelling Bee Champions have been Indian American. Indian Americans must all be great spellers!,faulty generalization
Some teenagers in our community recently vandalized the park downtown. Teenagers are so irresponsible and destructive.,faulty generalization
This legislation is sinful because it is the wrong thing to do.,circular reasoning
Either we pass this ordinance or there will be rioting in the streets.,false dilemma
"If you are not with us, you are against us.",false dilemma
My child was diagnosed with autism after receiving vaccinations. That is proof that vaccines are to blame.,false causality
"I hear the rain falling outside my window; therefore, the sun is not shining.",fallacy of logic
"My opponent says I am weak on crime, but I have been one of the most reliable participants in city council meetings.",fallacy of relevance
Senator Smith says we should cut back the Defense budget. His position is that we should let down our defenses and just trust our enemies not to attack us!,fallacy of extension
"Without this additional insurance, you could find yourself broke and homeless.",appeal to emotion
"I know I missed assignments, but if you fail me, I will lose my financial aid and have to drop out.",appeal to emotion
"We can't legalize marijuana; if we do, then the next thing you know people will be strung out on heroin.",faulty generalization
"Everyone is getting tattoos in college, so you might as well do it too.",ad populum
Of course that doctor advocates vaccination'Âhe probably owns stock in a pharmaceutical company.,ad hominem
"Person 1: 'I am for raising the minimum wage in our state.'Â Person 2: 'She is for raising the minimum wage, but she is not even smart enough to run a business.",ad hominem
"Dr. X is an engineer, and he doesn't believe in global warming.",fallacy of credibility
My opponent is a card-carrying member of the K.K.K.,faulty generalization
"Because the last words spoken by either the pilot or co-pilot were ""Good night, Malaysia Three-Seven-Zero,"" the pilot fell asleep and accidentally crashed the plane into the ocean.",false causality
A news story that reported that Captain Shah was under investigation was shared widely on social media. He must have been the individual who caused the crash.,ad populum
"This crash will likely damage the reputation of Malaysia Airlines, which will hurt the tourism industry of Malaysia and ruin their economy.",faulty generalization
"The best minds in physics have studied physics most of their lives, as it's necessary to study physics extensively to become a top physicist.'Â",circular reasoning
You should always do what you are being told because following the rules is important.'Â,circular reasoning
It's important to argue logically because logic is an essential part of argumentation.'Â,circular reasoning
"A warm beer is better than a cold beer. After all, nothing is better than a cold beer, and a warm beer is better than nothing.",equivocation
"Noisy children are a real headache. Two aspirin will make a headache go away. Therefore, two aspirin will make noisy children go away.",equivocation
I don't see how you can say you're an ethical person. It's so hard to get you to do anything; your work ethic is so bad,equivocation
"Q: Did the President have an affair? A: ""He's very busy at the moment with the Middle East Peace talks, and has no time for silly accusations.""",fallacy of relevance
Putting teenagers in sex-education classes is like taking an alcoholic to a bar.,fallacy of logic
Your mom thinks you spend too much time playing video games. You bring up that she spends too much time shopping.,fallacy of relevance
Premise: All black bears are omnivores. Premise: All raccoons are omnivores. Conclusion: All raccoons are black bears.,fallacy of logic
"""Aliens must exist because there is no evidence that they don't exist.""",intentional
I've had bad luck for so long that I'm bound to have good luck now.,false causality
"My dad went to school, so he knows everything about the education system.",fallacy of credibility
"Lots of people bought this album, so it must be good.",ad populum
You're complaining because you have to walk to school? I used to have to give my parents my entire paycheck.,fallacy of relevance
"You let my sister pierce her ears when she was 11, so you should let me stay up until midnight.",fallacy of logic
"My best friend says you're a liar, so I,m not going to talk to you.",ad hominem
(Ignoring the Question): when a rebuttal doesn't address the question,fallacy of relevance
(Are the things being compared even similar? Does that prove anything?),fallacy of logic
"The shopping is a red herring, since the original issue was video games.",fallacy of relevance
"Bears are a subset of omnivores. Raccoons also are a subset of omnivores. But these two subsets do not overlap, and that fact makes the conclusion illogical. The argument is invalid'Âthat is, the relationship between the premises doesn't support the conclusion.",fallacy of logic
argues that a proposition is true because it has not yet been proven false,intentional
assumes that short-term deviations will correct themselves,false causality
attaching an argument to a person of false or appeared authority in order to give credence to their argument,fallacy of credibility
claiming that an idea or belief is true simply because it is what most people believe,ad populum
uses irrelevant information or other techniques to distract from the argument at hand,fallacy of relevance
employs analogies between things that are not really alike,fallacy of logic
"involves acceptance or rejection of concepts based on their source, not their merit",ad hominem
Congratulations to @FoxNews for being number one in inauguration ratings. They were many times higher than FAKE NEWS @CNN - public is smart!,ad hominem
"Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible! (Manning's column suggested Mr Obama had ""very few permanent accomplishments"" because his attempts at compromise were met with ""unparalleled resistance from his opponents, many of whom wanted him to fail"".)",ad hominem
"The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!",ad hominem
"Thr coverage about me in the @nytimes and the @washingtonpost gas been so false and angry that the times actually apologized to its dwindling subscribers and readers.They got me wrong right from the beginning and still have not changed course, and never will. DISHONEST",ad hominem
The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now have an Obama A.G.,ad hominem
"Thank you to Prime Minister of Australia for telling the truth about our very civil conversation that FAKE NEWS media lied about. Very nice! (Trump reportedly accused Turnbull of seeking to export the ""next Boston bombers"" to the US, and complained that the deal was going to kill him politically.)",ad hominem
"After being forced to apologize for its bad and inaccurate coverage of me after winning the election, the FAKE NEWS @nytimes is still lost! (The Times has not apologized for their coverage of Trump during the election, but did send an email to subscribers saying they underestimated the business mogul's chance of winning.)",ad hominem
"Any negative polls are fake news, just like the CNN, ABC, NBC polls in the election. Sorry, people want border security and extreme vetting.",ad hominem
"The failing @nytimes writes total fiction concerning me. They have gotten it wrong for two years, and now are making up stories & sources!",ad hominem
"The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse! (NYT did not apology for poor reporting, but for wrong predictions)",ad hominem
My daughter Ivanka has been treated so unfairly by @Nordstrom. She is a great person -- always pushing me to do the right thing! Terrible!,ad hominem
"Chris Cuomo, in his interview with Sen. Blumenthal, never asked him about his long-term lie about his brave ""service"" in Vietnam. FAKE NEWS!",ad hominem
"...long he doesn't know how to win anymore, just look at the mess our country is in - bogged down in conflict all over the place. Our hero..",ad hominem
"The failing @nytimes does major FAKE NEWS China story saying ""Mr.Xi has not spoken to Mr. Trump since Nov.14."" We spoke at length yesterday! (The NYT published the news before Trump called; NYT corrected immediately the online news telling the details of the call)",ad hominem
"While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties! (Sanders actually criticized Trump for his tendency to dismiss news outlets negative reports as fake news)",ad hominem
I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls. He's not smart enough to run for president! (Cuban decided not to run for president to support his own family),ad hominem
Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!,ad hominem
The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC & @CNN are unwatchable. @foxandfriends is great!,ad hominem
"Leaking, and even illegal classified leaking, has been a big problem in Washington for years. Failing @nytimes (and others) must apologize! (the media published some leaked information, which was not found to be false)",ad hominem
"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!",ad hominem
"The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news! (U.S. intelligence agencies have  said the Russian government tampered with the presidential election in an attempt to help Trump win.)",ad hominem
Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!,ad hominem
"The FAKE NEWS media (failing @nytimes, @NBCNews, @ABC, @CBS, @CNN) is not my enemy, it is the enemy of the American People!",ad hominem
"""One of the most effective press conferences I've ever seen!"" says Rush Limbaugh. Many agree.Yet FAKE MEDIA  calls it differently! Dishonest",ad hominem
Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.,ad hominem
Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!,ad hominem
FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad!,ad hominem
The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first mo.,ad hominem
"The race for Democratic National Committee  Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez! (Clinton's candidate won)",ad hominem
For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately & fairly! (NYT published a video claiming that a free press and independent journalism are important to understanding current events.),ad hominem
"The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real stoRY .is all of the illegal leaks of classified and other information. It is a total ""witch hunt!""",ad hominem
It is so pathetic that the Dems have still not approved my full Cabinet.,ad hominem
We should start an immediate investigation into @SenSchumer and his ties to Russia and Putin. A total hypocrite! (Schumer's contact with Mr. Putin & his associates happended once and took place in 2003 in full view of press & public under oath),ad hominem
"Is it legal for a sitting President to be ""wire tapping"" a race for president prior to an election? Turned down by court earlier. A NEW LOW!",ad hominem
"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!",ad hominem
"Does anybody really believe that a reporter, who nobody ever heard of, ""went to his mailbox"" and found my tax returns? @NBCNews  FAKE NEWS! (the reporter won a Pullitzer; Images of the 1040 forms were marked with a ""Client Copy"" stamp that suggested the documents may have been leaked by someone close to Trump, if not Trump himself.)",ad hominem
"Despite what you have heard from the FAKE NEWS, I had a GREAT meeting with German Chancellor Angela Merkel. .",ad hominem
Just heard Fake News CNN is doing polls again despite the fact that their election polls were a WAY OFF disaster. Much higher ratings at Fox,ad hominem
"What about all of the contact with the Clinton campaign and the Russians? Also, is it true that the Democratic National Committee would not let the FBI in to look?",ad hominem
Just watched the totally biased and fake news reports of the so-called Russia story on NBC and ABC. Such dishonesty!,ad hominem
The failing @NYTimes would do much better if they were honest!,ad hominem
"Mike Flynn should ask for immunity in that this is a witch hunt (excuse for big election loss), by media & Dems, of historic proportion!",ad hominem
When will Sleepy Eyes Chuck Todd and @NBCNews start talking about the Obama SURVEILLANCE SCANDAL and stop with the Fake Trump/Russia story?,ad hominem
"It is the same Fake News Media that said there is ""no path to victory for Trump"" that is now pushing the phony Russia story. A total scam! (a wrong prediction is not a scam; Trump's connections with Russia are proven)",ad hominem
"The failing @nytimes finally gets it - ""In places where no insurance company offers plans, there will be no way for ObamaCare customers to use subsidies to buy health plans."" In other words, Ocare is dead. Good things will happen, however, either with Republicans or Dems. (The report highlights areas of the country that could have no insurers offering Obamacare health plans next year. They point out that Obamacare is working anyways)",ad hominem
Anybody (especially  Fake News media) who thinks that Repeal & Replace of ObamaCare is dead does not know the love and strength in R Party!,ad hominem
Did Hillary Clinton ever apologize for receiving the answers to the debate? Just asking! (Clinton received from CNN a list of topics that were to be discussed in the CNN debate where she was invited),ad hominem
The Fake Media (not Real Media) has gotten even worse since the election. Every story is badly slanted. We have to hold them to the truth!,ad hominem
"The super Liberal Democrat in the Georgia Congressioal race tomorrow wants to protect criminals, allow illegal immigration and raise taxes! (Ossoff spoke in favor of securing the borders. He criticized Trumps immigration promise to deport all undocumented immigrants.)",ad hominem
New polls out today are very good considering that much of the media is FAKE and almost always negative.Would still beat Hillary in popular vote. (opinion polls showed him with a low approval rating),ad hominem
"The two fake news polls released yesterday, ABC & NBC, while containing some very positive info, were totally wrong in General E. Watch!",ad hominem
"Don't let the fake media tell you that I have changed my position on the WALL. It will get built and help stop drugs, human trafficking etc.",ad hominem
"Out of our very big country, with many choices, does everyone notice that both the ""ban"" case and now the ""sanctuary"" case is brought in the Ninth Circuit, which has a terrible record of being overturned (close to 80%). They used to call this ""judge shopping!"" Messy system.",ad hominem
"Mainstream (FAKE) media refuses to state our long list of achievements, including 28 legislative signings, strong borders & great optimism! (Trump actually failed to score major legislative victories on his core campaign promises)",ad hominem
The Fake News media is officially out of control. They will do or say anything in order to get attention - never been a time like this!,ad hominem
"I am watching the Democrats trying to defend the ""you can keep you doctor, you can keep your plan & premiums will go down"" ObamaCare lie.""",ad hominem
"Wow,the Fake News media did everything in its power to make the Republican Healthcare victory look as bad as possible.Far better than Ocare!",ad hominem
Why is it that the Fake News rarely reports Ocare is on its last legs and that insurance companies are fleeing for their lives? It's dead! (many insurance companies are joining the Obamacare),ad hominem
General Flynn was given the highest security clearance by the Obama Administration - but the Fake News seldom likes talking about that.,ad hominem
Biggest story today between Clapper & Yates is on surveillance. Why doesn't the media report on this? #FakeNews! (Referring to the false information that Trump has been spied),ad hominem
"Cryin' Chuck Schumer stated recently, ""I do not have confidence in him (James Comey) any longer."" Then acts so indignant.  #draintheswamp",ad hominem
"Watching Senator Richard Blumenthal speak of Comey is a joke. ""Richie"" devised one of the greatest military frauds in U.S. history.  (Blumenthals official biography correctly described him as a stateside Marine reservist during the war. In at least one public event, Blumenthal correctly and incorrectly referred to his service record.)",ad hominem
"For years, as a pol in Connecticut, Blumenthal would talk of his great bravery and conquests in Vietnam - except he was never there.  (he suggested  he served in Vietnam, while he never went. He never lied)",ad hominem
The Fake Media is working overtime today!,ad hominem
"China just agreed that the U.S. will be allowed to sell beef, and other major products, into China once again. This is REAL news!",ad hominem
It is my opinion that many of the leaks coming out of the White House are fabricated lies made up by the #FakeNews media.,ad hominem
"Crooked Hillary Clinton now blames everybody but herself, refuses to say she was a terrible candidate. Hits Facebook & even Dems & DNC. (Clinton said that Trump took advantage of Facebook users)",ad hominem
".@foxandfriends  Dems are taking forever to approve my people, including Ambassadors. They are nothing but OBSTRUCTIONISTS! Want approvals. (Trump hasn't filled ambassadorships because he hasn't nominated ambassadors. Nothing to do with Democrats)",ad hominem
"Pathetic excuse by London Mayor Sadiq Khan who had to think fast on his ""no reason to be alarmed"" statement. MSM is working hard to sell it! (The Mayor referred to another attack, with other words)",ad hominem
The FAKE MSM (Mainstream Media) is working so hard trying to get me not to use Social Media. They hate that I can get the honest and unfiltered message out. (The press is only too happy to cover the presidents latest tweets),ad hominem
"Sorry folks, but if I would have relied on the Fake News of CNN, NBC, ABC, CBS, washpost or nytimes, I would have had ZERO chance winning WH",ad hominem
"Despite so many false statements and lies, total and complete vindication...and WOW, Comey is a leaker! (there were no proved lies; Comey had a friend leak a memo to the press; however, trump asked him for loyalty, which can result in obstructing justice)",ad hominem
"The #FakeNews MSM doesn't report the great economic news since Election Day. #DOW up 16%. #NASDAQ up 19.5%. Drilling & energy sector way up. Regulations way down. 600,000+ new jobs added. Unemployment down to 4.3%. Business and economic enthusiasm way up- record levels!",ad hominem
"I believe the James Comey leaks will be far more prevalent than anyone ever thought possible. Totally illegal? Very 'cowardly!' (what Comey did does not appear to be illegal, as prosecutors can press charges only against those who share information that's classified or related to national security.)",ad hominem
The Fake News Media has never been so wrong or so dirty. Purposely incorrect stories and phony sources to meet their agenda of hate. Sad!,ad hominem
Fake News is at an all time high. Where is their apology to me for all of the incorrect stories???,ad hominem
"Crooked H destroyed phones w/ hammer, 'bleached' emails, & had husband meet w/AG days before she was cleared- & they talk about obstruction? ( the FBI found no evidence that any of the additional work-related emails were intentionally deleted in an effort to conceal them.)",ad hominem
The Fake News Media hates when I use what has turned out to be my very powerful Social Media - over 100 million people! I can go around them (Media publish his tweet),ad hominem
"Well, the Special Elections are over and those that want to MAKE AMERICA GREAT AGAIN are 5 and O! All the Fake News, all the money spent = 0 (the results were different)",ad hominem
...Why did Democratic National Committee turn down the DHS offer to protect against hacks (long prior to election). It's all a big Dem HOAX!,ad hominem
"...Why did the DNC REFUSE to turn over its Server to the FBI, and still hasn't? It's all a big Dem scam and excuse for losing the election!",ad hominem
"The Democrats have become nothing but OBSTRUCTIONISTS, they have no policies or ideas. All they do is delay and complain.They own ObamaCare!",ad hominem
"The reason that President Obama did NOTHING about Russia after being notified by the CIA of meddling is that he expected Clinton would win and did not want to ""rock the boat."" He didn't ""choke,"" he colluded or obstructed, and it did the Dems and Crooked Hillary no good. (Obama and his aides wrestled with when to publicly disclose evidence that Russian officials tried to interfere with the 2016 election because they feared being accused of trying to influence the election themselves)",ad hominem
"Wow, CNN had to retract big story on ""Russia,"" with 3 employees forced to resign. What about all the other phony stories they do? FAKE NEWS! (It was the only story they retracted as not having passed the necessary scrutiny)",ad hominem
Fake News CNN is looking at big management changes now that they got caught falsely pushing their phony Russian stories. Ratings way down! (only one story was inaccurate),ad hominem
"So they caught Fake News CNN cold, but what about NBC, CBS & ABC? What about the failing @nytimes & @washingtonpost? They are all Fake News!",ad hominem
"With ZERO Democrats to help, and a failed, expensive and dangerous ObamaCare as the Dems legacy, the Republican Senators are working hard! (Democrats are opposing the bill - they are not supposed to help)",ad hominem
The failing @nytimes writes false story after false story about me. They don't even call to verify the facts of a story. A Fake News Joke!,ad hominem
"Some of the Fake News Media likes to say that I am not totally engaged in healthcare. Wrong, I know the subject well & want victory for U.S.",ad hominem
"The #AmazonWashingtonPost, sometimes referred to as the guardian of Amazon not paying internet taxes (which they should) is FAKE NEWS! (Amazon doesnt own the newspaper. Amazon CEO Jeff Bezos bought it himself; there is no scheme for dodging taxes; Trump acts indignant at the attacks he received on his claims)",ad hominem
Democrats purposely misstated Medicaid under new Senate bill - actually goes up. (They are counting different things),ad hominem
Watched low rated @Morning_Joe for first time in long time. FAKE NEWS. He called me to stop a National Enquirer article. I said no! Bad show,ad hominem
I am extremely pleased to see that @CNN has finally been exposed as #FakeNews and garbage journalism. It's about time! (CNN retracted a statement),ad hominem
"Crazy Joe Scarborough and dumb as a rock Mika are not bad people, but their low rated show is dominated by their NBC bosses. Too bad!",ad hominem
"The FAKE & FRAUDULENT NEWS MEDIA is working hard to convince Republicans and others I should not use social media - but remember, I won the 2016 election with interviews, speeches and social media. I had to beat #FakeNews, and did. We will continue to WIN! (News media is publishing Trump's tweets)",ad hominem
I am thinking about changing the name #FakeNews CNN to #FraudNewsCNN!,ad hominem
The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE! #AmericaFirst,ad hominem
"At some point the Fake News will be forced to discuss our great jobs numbers, strong economy, success with ISIS, the border & so much else!",ad hominem
Dow hit a new intraday all-time high! I wonder whether or not the Fake News Media will so report? (not the result of Trump's policies),ad hominem
We will fight the #FakeNews with you!,ad hominem
Fake News said 17 intel agencies when actually 4 (had to apologize). Why did Obama do NOTHING when he had info before election? (Obama did act),ad hominem
The Senate Democrats have only confirmed 48 of 197 Presidential Nominees. They  can't win so all they do is slow things down & obstruct! (Trump has failed to fill hundreds of vacant jobs.),ad hominem
"Remember, when you hear the words ""sources say"" from the Fake Media, often times those sources are made up and do not exist.",ad hominem
"With all of its phony unnamed sources & highly slanted & even fraudulent reporting, #Fake News is DISTORTING DEMOCRACY in our country!",ad hominem
"The ABC/Washington Post Poll, even though almost 40% is not bad at this time, was just about the most inaccurate poll around election time!",ad hominem
"Fake News story of secret dinner with Putin is ""sick."" All G 20 leaders, and spouses, were invited by the Chancellor of Germany. Press knew! (Media reported that  Trump and Putin had a second, undisclosed, private conversation at a dinner held for the G-20 leaders and their spouses on July 7.)",ad hominem
The Fake News is becoming more and more dishonest! Even a dinner arranged for top 20 leaders in Germany is made to look sinister!,ad hominem
"With all of its phony unnamed sources & highly slanted & even fraudulent reporting, #Fake News is DISTORTING DEMOCRACY in our country!",ad hominem
"The ABC/Washington Post Poll, even though almost 40% is not bad at this time, was just about the most inaccurate poll around election time!",ad hominem
"Fake News story of secret dinner with Putin is ""sick."" All G 20 leaders, and spouses, were invited by the Chancellor of Germany. Press knew! (Media reported that  Trump and Putin had a second, undisclosed, private conversation at a dinner held for the G-20 leaders and their spouses on July 7.)",ad hominem
The Fake News is becoming more and more dishonest! Even a dinner arranged for top 20 leaders in Germany is made to look sinister!,ad hominem
"Here we go again. It is yet another shame, worthy of this incompetent and harmful European Union. In Brussels they are too busy writing letters against Italy to deal with these problems.",ad hominem
"The movements of the so-called ""spread"" do not correspond to the real life and economy of the country. In 5 months we have done a lot and we have a lot of consensus, I would not want some speculator to want to hinder us at all costs",ad hominem
"""I hate the League"", ""Racists"", ""Rubbish"". To the insults and violence of these ""good guys"" (four phenomena who wanted to cause trouble in Naples, insulting not only me but also the police) we respond with a kiss, convinced that good Italians are with us!",ad hominem
"The president of INPS #Boeri questions the #quota100. He is in a constant election campaign: he is fed up. He should resign, run with the PD in the European elections and stop spreading ignorance and prejudice.",ad hominem
"Ignorance of the measure and anti-Italian prejudice: the Commissioner for Human Rights of the Council of Europe talks nonsense about #DecretoSicurezza. He would do better to look at his own home, since Turkey is also in the Council.",ad hominem
"Demonstration against the #SalviniDecree in Rome: red flags, social centers, ""ethnic"" music and ""L'Internazionale"", ""I hate the League"" chants, ""presumed refugee"" comrades... I also confirm to the ""friends"" in the square: the gravy train is OVER!",ad hominem
"And then they wonder why the left is losing everywhere in Europe and the world... Instead of doing his job this commissioner continues to insult me, the government and Italy. Shame.",ad hominem
"More nonsense from Brussels. Why doesn't the Commissioner come to visit a Rom Camp in Rome or Milan, among weapons, illegality, exploited children and stolen objects? Maybe then she'll wake up and change her mind. I want order and rules. Period. (Not all gipsies steal, have weapons, or steal children)",ad hominem
"According to the American director Michael Moore, I am a bigot, a racist and I hate gays and lesbians! Poor guy, I feel a bit sorry for him. If these left-wing ""intellectuals"", in Italy and abroad, attack me day in and day out, does that mean I'm on the right track, or not?",ad hominem
"Lega first in #Bolzano and first in all of #Trentino! In the face of alleged intellectuals, biased broadcasts, professors and journalists, for the first time in history in Trentino and in #AltoAdige the PD and the left are packing their bags and going home!",ad hominem
"According to the British newspaper The Independent Italy is becoming fascist... How strange, for a few months these foreign ""newspapers"" have all become experts in Italian politics (a criticism does not mean that they claim to be experts)",ad hominem
"Incredible, the #Diciotti investigation on me continues: I am a kidnapper (I risk 15 years in prison) for having stopped a ship loaded with immigrants at sea. Now the investigation, which started in Agrigento, will move from Palermo to Catania... But close it here and let me work! (it is a legal case, it has nothing to do with letting him work; the case has legal grounds, it is not brought to block him)",ad hominem
"More ""lessons"" from the Berlin failures? Even the Germans don't listen to them anymore",ad hominem
"The European elections next year will be a historic occasion. I expect a sea of votes across the continent for those who want to RESPECT identities and peoples, against arrogant impositions and absurd laws. It will be a new European Spring of Freedom!",ad hominem
" I hope that everyone, starting with the international rating agencies (the same ones that said everything was fine before Lehman Brothers!!!), do not have prejudices or strange intentions, such as selling off Italian companies.",ad hominem
"The left, defeated by the Italians, uses every means to attack me and not give up power. As a minister I fight and will fight every form of violence: I am not afraid of mafiosi and terrorists, let alone left-wing chatterboxes",ad hominem
#Salvini: Soros would like Italy to be a big REFUGEE CAMP because he likes slaves. #inonda,ad hominem
"According to Boeri, president of INPS, the ""reduction of migratory flows"" is worrying, because immigrants are the ones who pay the pensions of Italians... And the Fornero law is not to be touched. Enough!!! (he said that migrants can help address the problem with pensions resulting from the decreased birth rate)",ad hominem
" The insults of chatterboxes Macron and Saviano do not touch me, they give me strength. While they talk, today I am working to block the trafficking of illegal immigrants in the Mediterranean and to return to Italians the villas seized from the mafia. There are those who talk, there are those who do. Kisses",ad hominem
"#Salvini: Today I was attacked by an important American politician: #PamelaAnderson. I preferred her in a swimsuit. #ForumAnsa (Anderson attacked Salvini; Anderson is attacking Salvini for human rights, not politics; it is not necessary to be a politician to attack a politician)",ad hominem
" have no words. This ""priest"" does not harm me, buttakes away Christmas to the Genoese and to the Italians.",ad hominem
"I am writing to the Minister of Justice to ask for an inspection: but is this normal??? (Attacking the judges for returning the confiscated sums to defendants before their trial - they are not condemned, only accused, and this the rule pursuant to the legal procedures)",ad hominem
I am INHUMAN..!! But think about it (against a major who said that the law is unhuman),ad hominem
#Security Decree Gives More Rights to Real Refugees. Saying the Opposite Is a Ballad. There Is Hostile and Prejudicial Attitude from Some Large Public and Private Media Organizations,ad hominem
"#Salvini: #leggesalvini ""Fascist, racist""? Whoever says so is IGNORANT, and hasn't even read the decree. #nonèlarena",ad hominem
"#Salvini: without wanting to argue with anyone, we simply ask Europe for RESPECT. The EU has only dealt with finance and virtual economy. The EU has defended the Fornero Law (The EU never humiliated Italy)",ad hominem
"I am confident that in Europe they will let us work, also because we are Italy, and we have no LESSONS to take from anyone. Especially not from Berlin or Brussels.",ad hominem
"Democrats and left-wing ""pacifists"" (referring to a letter with threats; it is not signed as leftist)",ad hominem
"The radical-chic director is back and he puts me next to a bloodthirsty dictator. How much patience... Anyway, we also send a kiss to #Nanni (Nanni Moretti said that making the movie on Pinochet had a sense, as later on Salvini won)",ad hominem
"But how can you even think that the word Jesus in a Christmas song at school could offend someone??? The little girl is exceptional, the teachers are unspeakable. Hands off our traditions! Happy Saturday Friends. (the teacher asked to avoid referring to the Christian God in the presence of a Muslim for integration)",ad hominem
Being born male in a patriarchal and chauvinistic system is a bit like being the son of a mafia boss. Help! (no evidence against the viewpoint; the viewpoint is taken for granted as absurd),ad hominem
" The memory that he, #Fornero and the other ""professors"" of his government have left to the Italians, together with the disasters, are already enough punishment, better not to add anything else. Full speed ahead! (referring to Mario Monti who claimed that Salvini is dangerous)",ad hominem
Salvini has two veins of DANGEROUSNESS: aversion to Europe and a surprising ability to give Italians a daily course in civic diseducation. Even (presupposing that what is said is extraordinary),ad hominem
"Brilliant idea from the PD, what do you think? (referring to a proposal to cancel the Security Decree)",ad hominem
"There are some powers that do not look favorably on our government, but as far as I'm concerned we will continue for 5 years, we have many promises to keep, on excise duties, on taxes, on schools, on the environment.",ad hominem
"#Salvini: I don't understand if those who contest him have actually read the #SalviniDecree... For example, on evictions: private property is sacred",ad hominem
" Until last year the nativity scene was removed in some cases ""out of respect"", and this is INSANE. I make the nativity scene and I hope that there is not an educator who thinks that baby Jesus bothers anyone.",ad hominem
"In #Riace the mayor was arrested. It is surreal that a country needs migrants to repopulate itself. If I were an administrator I would ask myself why so many young Calabrians leave, and go to look for work in Germany.",ad hominem
"The nostalgics of the red flags speak of a nightmare and call for civil resistance... How scary! THE NIGHTMARE was the left-wing governments, chased out by the Italians. Now order and respect are finally returning. The gravy train is OVER!",ad hominem
"LIVE from Rome. Demonstrators of the evicted ""Baobab"" and other ""friends"" protest against the #SalviniDecree being voted on in the Chamber, shouting ""O-DIO-LA-LEEE-GA LALLÀ-LA-LALLA-LÀ"". What imagination! We reassure them: the Decree will very soon be LAW of the State!",ad hominem
"The ""democrat of the day"" award goes to the authors of these writings in the center of Turin. Congratulations, I don't know if you'll be happy but you've won, a big kiss! Don't give up Friends! (Protests are not anti-democratic)",ad hominem
"The new fashion of the left in Italy? FIRE! After the flag of the League and the mannequin with my face, now it's the turn of a plastic bulldozer. What a pity. When ideas are at zero... We move forward!",ad hominem
"Crucifixes brought by the League to a school, threats arrive... Crazy stuff! We respond to the hatred towards our culture with so much pity. (A senator brought back crucifixes in schools; on the social people protested with jokes)",ad hominem
"On evictions and how we manage immigration, the German journalist allows himself to give Italians little lessons... With lots of verses, tongues sticking out and grimaces. Italy won't let anyone walk all over it anymore, clear??? (the journalist did not give lessons; he made faces when attacked against ungrounded and irrelevant claims)",ad hominem
"For every insult that comes from the left, we inaugurate a new headquarters of the League! Follow me to Tortolì! What a show!!!",ad hominem
"""SAVINI NO GOOD"" (??) and they block traffic near Catania today, they protest for the ""cut in services"" at the Cara in #Mineo, which I visited many times before going to the government. (they are foreigners and are peacefully protesting)",ad hominem
"Director Spike Lee (who apparently thinks he has understood everything about Italy) protects himself from the demonic Salvini by using amulets. Really. ?? Ps Anyway, his laughter seems more demonic than mine!",ad hominem
"For decades, left-wing politicians and intellectuals have done everything to HIDE this truth. Now the director has been threatened, branded as a ""fascist""... Go see it and spread the WORD. (talking about the alleged attempt to hide the movie on communist massacre in Italy; the left wing did not hide the crime, the right wing governed for 40 years)",ad hominem
"#Christmas is approaching and ""school principals"" are popping up again who want to prevent children from performing. It's not just about religion, but about history, roots, culture. Long live our traditions, I won't give up! Let's spread the word! (no prohibition; it was a plan that was not continued because other religious initiatives were on, and to improve integration)",ad hominem
"Let's do a SURVEY. I'm good, I say: ""Uninformed"". Answer and share! (Showing images of protesters against Salvini)",ad hominem
"Let's give back the right to retire to 500 thousand people who have the right to do so, freeing up jobs. If #Boeri wants to get into politics, he should run for office with the PD!",ad hominem
